# Third-party files committed directly into this repository.
#
# Everything else in THIRD-PARTY-NOTICES.md is generated by reading package
# metadata out of the built images. These files have no such metadata — no
# apt, pip or npm knows about them — so their licences are recorded by hand
# here and rendered into the generated file from this manifest.
#
# scripts/gen-notice.sh ENFORCES COMPLETENESS: it scans the tree for vendored
# files and FAILS if it finds one that is not declared below. That is the point
# of this file. The failure mode it prevents is someone dropping a minified
# library into vendor/ and nobody noticing that the repository now redistributes
# it. Hand-authored data, machine-checked coverage.
#
# Unlike the generated inventory, these are distributed by the SOURCE
# repository, so the obligation applies the moment the repo is published —
# before any image exists.
#
# UNKNOWN in the version column is deliberate: it means the artifact carries no
# determinable version and a human must confirm it against upstream before
# publishing. Do not fill these in by guessing.
#
# path<TAB>name<TAB>version<TAB>licence<TAB>upstream
frontend-react/public/vendor/fonts/plex-sans-var.woff2	IBM Plex Sans (variable)	0.2.0	SIL OFL 1.1	https://github.com/IBM/plex
frontend-react/public/vendor/fonts/plex-mono-400.woff2	IBM Plex Mono	2.5.0	SIL OFL 1.1	https://github.com/IBM/plex
frontend-react/public/vendor/fonts/plex-mono-500.woff2	IBM Plex Mono	2.5.0	SIL OFL 1.1	https://github.com/IBM/plex
frontend-react/public/vendor/fonts/plex-mono-600.woff2	IBM Plex Mono	2.5.0	SIL OFL 1.1	https://github.com/IBM/plex
# The onvif_wsdl/ bundle is NOT one work. It carries files from three separate
# rights holders, and attributing all twelve to ONVIF — as this manifest did
# until 2026-08-27 — was wrong for nine of them. Split by the organisation that
# actually holds the copyright, identified from each file's targetNamespace and
# its own notice.
#
# Modification scope: NONE. As of 2026-08-28 all twelve files are byte-identical
# to their upstream URLs, re-fetched and diffed that day.
#
# They were not always. Until 2026-08-28 seven of them carried rewritten
# schemaLocation attributes (absolute URLs → local filenames) so the SOAP client
# could resolve the bundle without network access. That made us a redistributor
# of MODIFIED specification texts from three rights holders whose licences are
# notice-and-disclaimer grants written for specifications, not software — the
# weakest available position, on the least necessary point. The localisation now
# lives in backend/services/onvif_wsdl_transport.py, which maps the upstream URLs
# to these files inside zeep's Transport.load(). Code we own; documents we ship
# unaltered.
#
# The 2026-08-27 note this replaces recorded "three identical, nine differing".
# The re-fetch found FIVE identical and SEVEN differing. Re-run the diff whenever
# these files are refreshed; do not carry the counts forward on trust.
services/camera-mgmt/backend/onvif_wsdl/onvif.xsd	ONVIF core schema	2008-2025	ONVIF document licence (notice+disclaimer retained)	https://www.onvif.org/ver10/schema/onvif.xsd
services/camera-mgmt/backend/onvif_wsdl/common.xsd	ONVIF common schema	2008-2025	ONVIF document licence (notice+disclaimer retained)	https://www.onvif.org/ver10/schema/common.xsd
services/camera-mgmt/backend/onvif_wsdl/media2.wsdl	ONVIF Media2 (ver20) WSDL	2008-2026	ONVIF document licence (notice+disclaimer retained)	https://www.onvif.org/ver20/media/wsdl/media.wsdl
services/camera-mgmt/backend/onvif_wsdl/docs.oasis-open.org_wsn_b-2.xsd	OASIS WS-Notification Base (wsn-b-2)	2004-2006	OASIS Open copyright / IPR policy	https://docs.oasis-open.org/wsn/b-2.xsd
services/camera-mgmt/backend/onvif_wsdl/docs.oasis-open.org_wsn_t-1.xsd	OASIS WS-Notification Topics (wsn-t-1)	2004-2006	OASIS Open copyright / IPR policy	https://docs.oasis-open.org/wsn/t-1.xsd
services/camera-mgmt/backend/onvif_wsdl/docs.oasis-open.org_wsrf_bf-2.xsd	OASIS WS-Resource BaseFaults (wsrf-bf-2)	2004-2006	OASIS Open copyright / IPR policy	https://docs.oasis-open.org/wsrf/bf-2.xsd
services/camera-mgmt/backend/onvif_wsdl/www.w3.org_2003_05_soap-envelope.xsd	W3C SOAP 1.2 Envelope	2003	W3C Software License	https://www.w3.org/2003/05/soap-envelope
services/camera-mgmt/backend/onvif_wsdl/www.w3.org_2005_05_xmlmime.xsd	W3C xmlmime	2005	W3C Software License	https://www.w3.org/2005/05/xmlmime
services/camera-mgmt/backend/onvif_wsdl/www.w3.org_2005_08_addressing_ws-addr.xsd	W3C WS-Addressing	2005	W3C Software License	https://www.w3.org/2005/08/addressing/ws-addr.xsd
services/camera-mgmt/backend/onvif_wsdl/www.w3.org_2001_xml.xsd	W3C xml.xsd (2001)	UNKNOWN	W3C Software License (upstream carries no in-file notice)	https://www.w3.org/2001/xml.xsd
services/camera-mgmt/backend/onvif_wsdl/www.w3.org_2009_01_xml.xsd	W3C xml.xsd (2009)	UNKNOWN	W3C Software License (upstream carries no in-file notice)	https://www.w3.org/2009/01/xml.xsd
services/camera-mgmt/backend/onvif_wsdl/www.w3.org_2004_08_xop_include.xsd	W3C XOP Include	UNKNOWN	W3C Software License (upstream carries no in-file notice)	https://www.w3.org/2004/08/xop/include
